smiles,adrb1,adrb2,aa2ar,drd3,cxcr4
C/C(=N/NC(=O)NC(C)(C)C)/CC[NH2+]CCSC(=O)c1ccccc1,,0.0,,,
C/C(=N/NC(=O)[C@@H]1C=C(N=N1)c2ccc(cc2)F)/c3cccc(c3)O,,,0.0,,
C/C(=N/NC(=O)[C@H]1C=C(N=N1)c2cccc(c2)OCc3ccccc3)/c4ccccc4O,,,0.0,,
C/C(=N/NC(=O)[C@H]1COc2ccccc2O1)/c3ccccc3O,,,0.0,,
C/C(=N/NC(=O)c1cc(n[nH]1)c2ccc(cc2)F)/c3cccc(c3)[N+](=O)[O-],,,0.0,,
C/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/c2ccc3c(c2)CCCC3,,,0.0,,
C/C(=N/NC(=O)c1ccc(cc1O)Cl)/[C@H]2C[C@H]3CC[C@@H]2C3,,,0.0,,
C/C(=N/NC(=O)c1ccccc1[N+](=O)[O-])/c2cccc(c2)NC(=O)C(F)(F)F,,,0.0,,
C/C(=N/NC(=S)N)/[C@H](C[NH+]1CCCCC1)[C@H](c2ccccc2)[C@@H]3COc4ccccc4C3=O,,0.0,,,
C/C(=N/NC(=S)NC)/CCCCCCCCCCCC/C(=N\NC(=S)NC)/C,,0.0,,,
C/C(=N/NC(=S)NC)/c1ccc(s1)Br,,,,0.0,
C/C(=N/NC(=S)NCCCCNC(=S)N/N=C(/C)\c1ccccn1)/c2ccccc2,,0.0,,,
C/C(=N/NC(=[NH2+])S[C@@H]1CC(=O)N(C1=O)c2cccc(c2)Cl)/c3ccc(cc3)Cl,,,0.0,,
C/C(=N/NC(=[NH2+])S[C@H]1CC(=O)N(C1=O)c2ccc(c(c2)Cl)Cl)/c3ccc(cc3)Cl,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)N2CCc3cc(c(cc3C2)OC)OC)/c4ccc(cc4OC)OC,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)NCCc2ccc(cc2)Cl)/c3ccc(cc3)Br,,0.0,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)NCCc2ccc(cc2)OC)/c3ccc(c(c3)OC)OC,,0.0,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)NCCc2ccccc2)/c3ccccc3,,0.0,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)NCc2ccc(cc2)C(F)(F)F)/c3ccc(cc3)F,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)NCc2cccc(c2)C(F)(F)F)/c3cccc(c3)OC,,0.0,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)NCc2cccc(c2OC)OC)/c3ccc(cc3)Br,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2c(cccc2F)F)/c3ccncc3,,0.0,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2cc(cc(c2)Cl)Cl)/c3ccc(cc3)Br,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2cc(ccc2Cl)C(F)(F)F)/c3ccc(cc3)N,,,0.0,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2cc(ccc2Cl)Cl)/c3ccc(cc3OC)OC,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2cc(ccc2F)F)/c3ccc(cc3)N,,,0.0,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2ccc(c(c2)C(F)(F)F)Cl)/c3cccc(c3)OC,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2ccc(cc2)Br)/c3ccc(cc3)N,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2ccc(cc2)C(F)(F)F)/c3ccc(c(c3)OC)OC,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2ccc(cc2)C(F)(F)F)/c3ccc4ccccc4c3,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2ccc(cc2)OC(F)(F)F)/c3ccc(cc3)F,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2ccc(cc2Cl)Cl)/c3ccc(cc3)N,,0.0,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2cccc(c2)Br)/c3ccc(cc3OC)OC,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2cccc(c2)NC(=O)C)/c3ccc(cc3)F,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2cccc3c2cccc3)/c4ccc(cc4)Br,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2ccccc2Br)/c3ccc(cc3)N,,0.0,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2ccccc2C(F)(F)F)/c3ccc(cc3)OC,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2ccccc2SC)/c3ccc4ccccc4c3,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2ccccc2SCC=C)/c3ccc(cc3)N,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2ccccc2SCC=C)/c3cccc(c3)OC,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2ccccc2SCc3ccc(cc3)F)/c4ccncc4,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2ccccc2SCc3ccccc3)/c4ccncc4,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2nnc(s2)SCc3ccccc3)/c4ccc(cc4)N,0.0,,,,
C/C(=N/Nc1[nH]nc(n1)SCC(=O)Nc2nnc(s2)SCc3ccccc3)/c4ccccn4,0.0,,,,
C/C(=N/Nc1ccc(cn1)[N+](=O)[O-])/c2ccc(cc2)N,,,0.0,,
C/C(=N/Nc1nc(cs1)c2ccc(cc2)Cl)/C3=CC=C[C@H](C3)[NH3+],,0.0,,,
C/C(=N/Nc1nc2c(ncnc2n1[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O)N)/COc4ccccc4Br,0.0,,,,
C/C(=N/Nc1nc2c(ncnc2n1[C@H]3[C@H]([C@@H]([C@@H](O3)CO)O)O)N)/COc4ccccc4Br,0.0,,,,
C/C(=N/O)/C1=CC[C@H]2[C@]1(CC[C@@H]3[C@@H]2CC=C4[C@]3(CC[C@@H](C4)O)C)C,,,0.0,,
C/C(=N/O)/[C@H]1C=CN=NC1=O,,,0.0,,
C/C(=N/O)/c1ccc(cc1)NC(=O)[C@@H]2COCCO2,,,0.0,,
C/C(=N/O)/c1ccc(cc1O[C@@H]2CCCC[C@@H]2O)F,,,0.0,,
C/C(=N/OC[C@H](C[NH2+]CCSCc1ccccc1)O)/c2ccccc2Cl,,,,0.0,
C/C(=N/S(=O)(=O)c1ccc(cc1)NC(=S)NC(=O)c2ccc(c(c2)[N+](=O)[O-])N3CCOCC3)/[O-],,0.0,,,
C/C(=N/S(=O)(=O)c1ccc(cc1)n2c(cnn2)CC[NH3+])/[O-],,,0.0,,
C/C(=N/S(=O)(=O)c1cccnc1Nc2ccc(cc2)Cl)/O,,,0.0,,
C/C(=N/[NH+]=C(/N)\S[C@@H]1CC(=O)N(C1=O)c2cccc(c2)C(=O)[O-])/c3ccccc3,,,0.0,,
C/C(=N/[NH+]=C(/N)\S[C@H]1CC(=O)N(C1=O)c2ccc(c(c2)Cl)Cl)/C=C/c3ccc(cc3)N(C)C,,,,0.0,
C/C(=N/[NH+]=C/1\c2cc(c(cc2CC(N1)(C)C)OC)OC)/C(=N\[NH+]=C/3\c4cc(c(cc4CC(N3)(C)C)OC)OC)/C,,,0.0,,
C/C(=N\C(C)(C)C)/[C@H](C12CC3CC(C1)CC(C3)C2)Br,,,,0.0,
C/C(=N\N(C)C)/c1c(c(nc(n1)N)N)c2ccc(cc2)Cl,,0.0,,,
C/C(=N\N=C(\N)/SC)/c1ccc(cc1)Br,,,,0.0,
C/C(=N\N=C/1\NC(=O)CS1)/c2ccc3ccccc3c2O,,,0.0,,
C/C(=N\N=C/1\NC(=O)C[C@H](S1)C(=O)Nc2cccc(c2)C(=O)[O-])/c3ccccc3,,,0.0,,
C/C(=N\N=C/1\NC(=O)[C@@H](S1)CC(=O)Nc2ccccc2)/c3ccc(cc3O)O,,,0.0,,
C/C(=N\N=C/1\NC(=O)[C@@H](S1)CC(=O)Nc2ccccc2C(F)(F)F)/c3ccc(cc3)[N+](=O)[O-],,,0.0,,
C/C(=N\N=C\1/NC(=O)[C@@H](S1)CC(=O)Nc2ccc(cc2)[N+](=O)[O-])/c3ccc(cc3)[N+](=O)[O-],,,0.0,,
C/C(=N\N=C\1/NC(=O)[C@H](S1)CC(=O)Nc2ccccc2Br)/C(C)(C)C,,,,0.0,
C/C(=N\NC(=O)/C(=C\c1ccccc1)/NC(=O)c2ccccc2)/c3cc(cs3)[N+](=O)[O-],,,,0.0,
C/C(=N\NC(=O)CCC(=O)N/N=C(\C)/c1ccc(cc1O)O)/c2ccc(cc2O)O,,,0.0,,
C/C(=N\NC(=O)CCCC(=O)N/N=C(/C)\c1ccccc1O)/c2ccccc2O,,,0.0,,
C/C(=N\NC(=O)CCCSc1nnc(n1N)c2cc(cc(c2)[N+](=O)[O-])[N+](=O)[O-])/c3cccc(c3)OC,,,0.0,,
C/C(=N\NC(=O)CN(c1ccc(cc1)[N+](=O)[O-])S(=O)(=O)c2ccccc2)/C(C)(C)C,,,0.0,,
C/C(=N\NC(=O)CN(c1ccccc1[N+](=O)[O-])S(=O)(=O)c2ccccc2)/C(C)(C)C,,,0.0,,
C/C(=N\NC(=O)CNc1ccccc1OC)/c2ccc(cc2)S(=O)(=O)NCCCC(=O)[O-],,0.0,,,
C/C(=N\NC(=O)CSC1[NH+]=c2ccccc2=[NH+]1)/c3cccc(c3)Br,,,,0.0,
C/C(=N\NC(=O)CSC1c2ccccc2-c3c1cccc3)/c4cccc(c4)NC(=O)C,,,,0.0,
C/C(=N\NC(=O)CSc1nc2cc(ccc2n1C)OC)/c3ccc(cc3)Br,,,,0.0,
C/C(=N\NC(=O)CSc1nc2ccccc2n1Cc3ccc(cc3)Cl)/c4ccc(cc4)F,,0.0,,,
C/C(=N\NC(=O)CSc1nc2ccccc2n1Cc3ccccc3)/c4ccc5ccccc5c4,,0.0,,,
C/C(=N\NC(=O)CSc1nnc(n1CC=C)CNc2ccc(cc2)Cl)/c3ccccc3O,0.0,,,,
C/C(=N\NC(=O)C[NH+]1CCCCC1)/c2ccc3c(c2)[C@@H]4C=CC[C@@H]4[C@@H](N3)c5ccc(cc5)C(=O)OC,0.0,,,0.0,
C/C(=N\NC(=O)C[NH+]1CCCCC1)/c2ccc3c(c2)[C@@H]4C=CC[C@@H]4[C@@H](N3)c5ccc(cc5)F,,,,0.0,
C/C(=N\NC(=O)Cc1ccc(cc1)Br)/c2ccc(c(c2)[N+](=O)[O-])Cl,,,0.0,,
C/C(=N\NC(=O)Cc1ccc(cc1)[N+](=O)[O-])/c2ccc(s2)Cl,,,0.0,,
C/C(=N\NC(=O)NC(C)(C)C)/CC[NH2+]CCSC(=O)c1ccccc1,,0.0,,,
C/C(=N\NC(=O)OC(C)(C)C)/c1ccc(cc1)S(=O)(=O)N,,,0.0,,
C/C(=N\NC(=O)[C@@H]1[C@@H](N(N=N1)c2c(non2)N)CSc3[nH]c4ccccc4n3)/c5ccc(o5)[N+](=O)[O-],,,0.0,,
C/C(=N\NC(=O)[C@H]1C=C(N=N1)c2ccccc2Cl)/c3ccc(c(c3)OC)O,,,0.0,,
C/C(=N\NC(=O)[C@H]1C=CC=N1)/c2ccc(cc2)S(=O)(=O)Nc3ccc(cc3)C(=O)[O-],,,0.0,,
C/C(=N\NC(=O)[C@H]1CN(CCN1S(=O)(=O)c2ccccc2)S(=O)(=O)c3ccccc3)/C(C)(C)C,,,0.0,,
C/C(=N\NC(=O)[C@H]1C[C@@H]1c2ccc(cc2)C(C)(C)C)/c3ccc(cc3)NC(=O)C(F)(F)F,,,,0.0,
C/C(=N\NC(=O)[C@H]1[C@@H](CNC1=O)c2ccccc2)/c3cc(cs3)[N+](=O)[O-],,,0.0,,
C/C(=N\NC(=O)c1c(c(c(c([nH+]1)Cl)Cl)N)Cl)/c2ccc(cc2F)F,,,0.0,,
C/C(=N\NC(=O)c1c(c(c(c(n1)Cl)Cl)N)Cl)/c2ccc[nH]2,,0.0,,,
C/C(=N\NC(=O)c1c(cnn1C)I)/c2cc(ccc2O)O,,,0.0,,
C/C(=N\NC(=O)c1c(n(nn1)c2c(non2)N)CSc3ccc(cc3)Cl)/c4ccccc4O,,,0.0,,
C/C(=N\NC(=O)c1c(n(nn1)c2c(non2)N)CSc3ccccc3)/c4ccc(cc4)OCC(=O)N,,0.0,,,
C/C(=N\NC(=O)c1c(n(nn1)c2c(non2)N)CSc3nncn3C)/c4ccc(cc4Cl)Cl,,,0.0,,
C/C(=N\NC(=O)c1c(n(nn1)c2c(non2)N)C[NH+](C)C3CCCCC3)/COc4ccccc4,0.0,,,,
C/C(=N\NC(=O)c1c(n(nn1)c2c(non2)N)C[NH+](C)C3CCCCC3)/Cc4ccccc4OC,0.0,,,,
C/C(=N\NC(=O)c1c(nc[nH]1)C(=O)N/N=C(/C)\c2ccc(cc2OC)OC)/c3ccc(cc3OC)OC,0.0,,,,
C/C(=N\NC(=O)c1c(nnn1c2c(non2)N)C[NH+]3CCCC3)/c4ccc(c(c4)Cl)Cl,,,0.0,,
C/C(=N\NC(=O)c1c(nnn1c2c(non2)N)C[NH+]3CCCC3)/c4ccc(c(c4)OC)OC,0.0,,,,
C/C(=N\NC(=O)c1c(nnn1c2c(non2)N)C[NH+]3CCCCC3)/c4ccc(cc4)Br,,,0.0,,
C/C(=N\NC(=O)c1c2c([nH]n1)CCCC2)/c3ccc(cc3Cl)Cl,,,0.0,,
C/C(=N\NC(=O)c1cc(n[nH]1)c2ccc(cc2)Br)/c3ccc(cc3)[N+](=O)[O-],,,0.0,,
C/C(=N\NC(=O)c1cc(n[nH]1)c2ccc3ccccc3c2)/c4ccc(cc4)N,0.0,,,,
C/C(=N\NC(=O)c1cc2ccccc2cc1O)/c3ccc(cc3)S(=O)(=O)N,,,0.0,,
C/C(=N\NC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl)/c2ccc(cc2)OC(F)F,,,0.0,,
C/C(=N\NC(=O)c1ccc(cc1)NC(=O)C2CCCCC2)/c3ccc(cc3)N,,0.0,,,
C/C(=N\NC(=O)c1ccc(cc1)OCc2ccc(cc2)Br)/c3ccc(cc3)Br,,,,0.0,
C/C(=N\NC(=O)c1ccc(cc1)[N+](=O)[O-])/c2ccc(cc2)N,,,0.0,,
C/C(=N\NC(=O)c1ccccc1O)/c2cccc(c2)[N+](=O)[O-],,,0.0,,
C/C(=N\NC(=O)c1ccccc1[N+](=O)[O-])/c2ccc(cc2)N,,,0.0,,
C/C(=N\NC(=S)N)/C1=CC[C@H]2[C@@]1(CC[C@@H]3[C@@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,,0.0,,,
C/C(=N\NC(=S)N)/CC(=O)Nc1cccc(c1Cl)Cl,0.0,,,,
C/C(=N\NC(=S)N)/C[C@H](c1ccccc1)c2c(c3ccccc3oc2=O)O,,0.0,,,
C/C(=N\NC(=S)N)/[C@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,,0.0,,,
C/C(=N\NC(=S)N)/c1ccc(c(c1)[N+](=O)[O-])OC,,,0.0,,
C/C(=N\NC(=S)NCCOC)/c1ccc(cc1)S(=O)(=O)NCCC(=O)[O-],0.0,,,,
C/C(=N\NC(=S)NCCOC)/c1ccc-2c(c1)Cc3c2cccc3,0.0,,,,
C/C(=N\NC(=S)N[C@H](CCC(=O)OC)C(=O)OC)/c1nccs1,,0.0,,,
C/C(=N\NC(=S)Nc1ccc(cc1F)F)/c2ccc(cc2)NC(=O)c3ccc(s3)Cl,0.0,,,,
C/C(=N\NC(=S)Nc1ccc(cc1F)F)/c2cccc(c2)NC(=O)c3ccc(s3)Cl,0.0,,,,
C/C(=N\NC(=S)Nc1ccccc1C(F)(F)F)/c2ccc(cc2)S(=O)(=O)NC,0.0,,,,
C/C(=N\NC(=[NH2+])N)/c1ccc(cc1)NC(=O)Nc2ccc(cc2)/C(=N/NC(=[NH2+])N)/C,,,,,0.0
C/C(=N\NC(=[NH2+])S[C@@H]1CC(=O)N(C1=O)CCc2ccc(c(c2)OC)OC)/c3ccc(c(c3)F)OC,,0.0,,,
C/C(=N\NC(=[NH2+])S[C@@H]1CC(=O)N(C1=O)c2ccc(cc2)Br)/c3ccc(cc3)Cl,,,0.0,,
C/C(=N\NC(=[NH2+])S[C@H]1CC(=O)N(C1=O)CCc2ccc(c(c2)OC)OC)/c3ccc(cc3)O,0.0,,,,
C/C(=N\NC(=[NH2+])S[C@H]1CC(=O)N(C1=O)c2ccc(cc2)Br)/c3ccc(cc3)O,,,,,0.0
C/C(=N\NC(=[NH2+])S[C@H]1CC(=O)N(C1=O)c2ccc(cc2)C(=O)OC)/C=C/c3ccc(cc3)N(C)C,,0.0,0.0,,
C/C(=N\NC(=[NH2+])S[C@H]1CC(=O)N(C1=O)c2ccc(cc2)C(=O)OC)/c3ccc(cc3)Br,,,0.0,,
C/C(=N\NC(=[NH2+])S[C@H]1CC(=O)N(C1=O)c2ccc(cc2)C(=O)[O-])/c3ccc(cc3)OC,,,0.0,,
C/C(=N\NC(=[NH2+])S[C@H]1CC(=O)N(C1=O)c2ccc(cc2)Cl)/c3ccc(cc3)C4CCCCC4,0.0,,,,
C/C(=N\NC(=[NH2+])S[C@H]1CC(=O)N(C1=O)c2ccc(cc2)Cl)/c3ccc(cc3)Cl,,,0.0,,
C/C(=N\NC(=[NH2+])S[C@H]1CC(=O)N(C1=O)c2ccc(cc2)F)/c3ccc(c(c3)F)OC,,0.0,,,
C/C(=N\NC(=[NH2+])S[C@H]1CC(=O)N(C1=O)c2ccc(cc2)F)/c3ccc(cc3)C4CCCCC4,,,,0.0,
C/C(=N\NC(=[NH2+])S[C@H]1CC(=O)N(C1=O)c2ccc(cc2)OC)/c3ccc(cc3)C4CCCCC4,,0.0,,,
C/C(=N\NC(=[NH2+])S[C@H]1CC(=O)N(C1=O)c2cccc(c2)Cl)/c3ccc4ccccc4c3,,,0.0,,
C/C(=N\NC(=[NH2+])S[C@H]1CC(=O)N(C1=O)c2ccccc2)/c3ccc(cc3)C4CCCCC4,0.0,,,,
C/C(=N\NC1=N[C@@H]2C(=c3ccccc3=[NH+]2)N=[NH+]1)/c4ccc(c(c4)OC)OC,,,0.0,,
C/C(=N\NC1=N[C@@H]2C=CC(=CC2=C(N1)c3ccccc3)Br)/C4[NH+]=c5ccccc5=[NH+]4,0.0,0.0,,,
C/C(=N\NC1[NH+]=c2ccccc2=[NH+]1)/c3ccc(cc3)S(=O)(=O)NCc4ccc(cc4)C(=O)[O-],,0.0,,,
C/C(=N\NS(=O)(=O)C)/c1ccc(cc1)Br,,,,0.0,
C/C(=N\NS(=O)(=O)c1cc(ccc1OC)OC)/c2cc(cc(c2O)Cl)Cl,,,0.0,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)C2C3CC4CC(C3)CC2C4)/c5ccc(cc5)OC,,,0.0,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NC2CC([NH2+]C(C2)(C)C)(C)C)/c3ccc(cc3)Br,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NC2CC([NH2+]C(C2)(C)C)(C)C)/c3ccc(cc3)OC,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NC2CC([NH2+]C(C2)(C)C)(C)C)/c3ccc(cc3)[N+](=O)[O-],,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NC2CC([NH2+]C(C2)(C)C)(C)C)/c3cccc(c3)OC,,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NCCc2ccccc2Cl)/c3ccccc3,,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NCc2cc(cc(c2)OC)OC)/C34CC5CC(C3)CC(C5)C4,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NCc2ccc(cc2)Cl)/c3ccc(cc3)N,,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NCc2ccc3c(c2)OCO3)/c4ccc(cc4)N,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NNC(=O)C(F)(F)F)/c2ccccc2,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NNC(=O)c2ccc(cc2)Cl)/c3ccc(cc3)OC,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NNC(=O)c2ccc(cc2)Cl)/c3ccccc3,,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NNC(=O)c2ccc(cc2)F)/C34CC5CC(C3)CC(C5)C4,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NNC(=O)c2ccccc2)/C=C/c3ccccc3,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NNC(=O)c2ccccc2)/c3ccc(cc3)N,,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)NNc2ccc(cc2)F)/c3ccccc3O,,,0.0,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)N[C@@H]2CCCc3c2cccc3)/c4ccc(cc4)N,,,0.0,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)N[C@@H]2CCCc3c2cccc3)/c4ccncc4,,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)OC)/c4ccccc4O,,,0.0,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)Nc2c(cccc2Cl)Cl)/C34CC5CC(C3)CC(C5)C4,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)Nc2cc(c(c(c2)OC)OC)OC)/C34CC5CC(C3)CC(C5)C4,,,0.0,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)Nc2ccc(c(c2)C(F)(F)F)Cl)/c3ccc(cc3)N,,,0.0,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)Nc2ccc(c(c2)Cl)F)/c3ccc(cc3)N,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)Nc2ccc(cc2)S(=O)(=O)N)/c3ccc(cc3)[N+](=O)[O-],,,0.0,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)Nc2ccc(cc2)S(=O)(=O)NC(C)(C)C)/c3ccc(cc3)F,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)Nc2ccc(cc2)S(=O)(=O)NC(C)(C)C)/c3ccncc3,,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)Nc2ccccc2C#N)/c3ccc(cc3)N,,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)Nc2ccccc2SCc3ccccc3)/c4ccccc4O,,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)Nc2nnc(s2)SCC(=O)N)/C34CC5CC(C3)CC(C5)C4,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)Nc2nnc(s2)SCC(=O)N)/c3ccc(cc3)[N+](=O)[O-],,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCC(=O)c2ccc(c(c2)OC)OC)/c3ccc(cc3)N,0.0,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCCC(=O)NC(c2ccccc2)c3ccccc3)/c4ccccn4,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCCC(=O)NC)/c2ccccc2O,,,0.0,,
C/C(=N\Nc1[nH]nc(n1)SCCC(=O)Nc2c(cccc2Cl)Cl)/c3ccc(cc3)F,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCCC(=O)Nc2cc(cc(c2)OC)OC)/c3ccc(cc3)[N+](=O)[O-],0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCCC(=O)Nc2ccc(c(c2)OC)Cl)/C34CC5CC(C3)CC(C5)C4,0.0,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCCC(=O)Nc2ccc(c(c2)OC)Cl)/c3ccc(cc3)N,,,0.0,,
C/C(=N\Nc1[nH]nc(n1)SCCC(=O)Nc2ccc(cc2)S(=O)(=O)N)/c3ccncc3,,,0.0,,
C/C(=N\Nc1[nH]nc(n1)SCCC(=O)Nc2ccc(cc2Cl)Cl)/c3ccc(cc3)F,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCCC(=O)Nc2cccc(c2)C(F)(F)F)/c3ccc(c(c3)OC)OC,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCCC(=O)Nc2cccc(c2)C(F)(F)F)/c3ccc4c(c3)OCO4,0.0,,,,
C/C(=N\Nc1[nH]nc(n1)SCCC(=O)Nc2cccc(c2)NC(=O)C)/c3ccc(cc3)Br,,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCCC(=O)Nc2cccc(c2)NC(=O)C)/c3ccc4ccccc4c3,,0.0,,,
C/C(=N\Nc1[nH]nc(n1)SCCC(=O)Nc2nc3ccccc3s2)/c4ccc(cc4)N,,,0.0,,
C/C(=N\Nc1ccc(cc1S(=O)(=O)N2CCOCC2)[N+](=O)[O-])/c3ccc(cc3)Br,,,0.0,,
C/C(=N\Nc1ccc(cc1[N+](=O)[O-])S(=O)(=O)N)/c2ccc(cc2)N,,,0.0,,
C/C(=N\Nc1ccc(cc1[N+](=O)[O-])S(=O)(=O)N2CCOCC2)/c3ccc(cc3)Br,,,0.0,,
C/C(=N\Nc1ccc(cc1[N+](=O)[O-])S(=O)(=O)N2CCOCC2)/c3ccc(s3)Br,,,0.0,,
C/C(=N\Nc1ccc(cn1)S(=O)(=O)N)/c2ccc(cc2)[N+](=O)[O-],,,0.0,,
C/C(=N\Nc1ccc(cn1)S(=O)(=O)N2CCCCC2)/c3ccc(cc3)n4cncn4,,,0.0,,
C/C(=N\Nc1ccc(nn1)Cl)/Cc2nc(sn2)NC,,,0.0,,
C/C(=N\Nc1ccc2nncn2n1)/c3ccc(cc3)O,,,0.0,,
C/C(=N\Nc1nc(nc(n1)N2CCCC2)Nc3ccccc3)/c4ccc(cc4)N,,,0.0,,
C/C(=N\Nc1nc(nc(n1)Nc2ccc(cc2)OC)Nc3ccc(cc3)[N+](=O)[O-])/c4ccc(cc4)N,0.0,,,,
C/C(=N\Nc1nc(nc(n1)Nc2ccccc2)NCc3ccccc3)/c4ccc(cc4)Br,0.0,,,,
C/C(=N\Nc1nc(nc(n1)Nc2ccccc2)Nc3ccccc3)/c4ccc(cc4)Br,0.0,,,,
C/C(=N\Nc1nc(nc(n1)Nc2ccccc2)Nc3ccccc3)/c4ccc5c6c4cccc6CC5,0.0,,,,
C/C(=N\Nc1nc2c(n1C[C@@H](CO)O)c(=O)[nH]c(=O)n2C)/c3ccccc3O,,,0.0,,
C/C(=N\Nc1nc2c(n1C[C@H](CO)O)c(=O)[nH]c(=O)n2C)/c3ccccc3O,,,0.0,,
C/C(=N\Nc1nnc(n1N)SCC(=O)NCc2ccc(cc2)F)/c3ccc(c(c3)OC)OC,0.0,,,,
C/C(=N\Nc1nnc(n1N)SCC(=O)NCc2ccc(cc2)OC)/c3ccc(cc3)F,,0.0,,,
C/C(=N\Nc1nnc(n1N)SCC(=O)NCc2ccco2)/c3ccc4ccccc4c3,0.0,,,,
